what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231194769
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231195842
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231195891
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231197420
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548231197437
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231210947
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231231786
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231233905
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231568345
started,bundle,com.adobe.flexbuilder.project.ui,4.7.0.349722,"com.adobe.flexbuilder.project.ui",1548231570434
opened,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548231575696
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548231575900
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548231584973
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231586877
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231613602
started,bundle,org.eclipse.wst.sse.ui,1.3.401.v201510130005,"org.eclipse.wst.sse.ui",1548231620097
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548231620102
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548231621970
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548231649440
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231654276
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231657461
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548231657486
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548231659492
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231663008
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231663142
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231663197
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231693798
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548231693820
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548231714912
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548231718571
executed,command,org.eclipse.wst.server.ui,1.5.202.v201602111638,"org.eclipse.wst.server.launchShortcut.run",1548231723147
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231723178
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231725994
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548231752239
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231756014
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231769184
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548231770579
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.refresh",1548231775809
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548231784331
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231788737
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231859721
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548231861118
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548231864927
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231866270
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231874456
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548231874478
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548231919404
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232037649
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.refresh",1548232039442
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548232052519
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548232055436
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232058961
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232060445
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232060500
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232061734
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548232061748
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232073521
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232090043
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548232093211
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548232094956
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232105435
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232110190
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548232110213
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232113666
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232114230
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232114285
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232134366
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548232134383
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232138663
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232142359
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232142796
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232191904
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548232193204
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232195027
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232208812
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232218033
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232221516
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548232222371
