what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.import",1548233521304
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233534461
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233549024
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233552050
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233567695
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.refresh",1548233569476
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.refresh",1548233574796
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233576339
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233593977
opened,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548233595231
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548233595379
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548233608896
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineStart",1548233629431
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548233633538
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233650927
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233663546
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233716146
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233732009
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548233732041
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233741510
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548233750814
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548233750968
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548233751152
started,bundle,org.eclipse.jdt.junit,3.8.0.v20150428-1340,"org.eclipse.jdt.junit",1548233757547
started,bundle,org.eclipse.pde.api.tools,1.0.701.v20150831-1041,"org.eclipse.pde.api.tools",1548233757612
started,bundle,org.eclipse.pde.api.tools.ui,1.0.600.v20150831-0659,"org.eclipse.pde.api.tools.ui",1548233757616
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.wordPrevious",1548233760030
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548233761330
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineEnd",1548233761822
