what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224513653
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548224513672
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224518055
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224518285
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224518342
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224519790
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548224519806
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224523214
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224524341
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224524797
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224525730
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224532045
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224653961
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548224654393
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224657421
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224663359
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548224663383
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224666946
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224667092
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224667148
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224668714
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548224668730
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224680640
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224880958
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224896795
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224897701
started,bundle,org.eclipse.egit.mylyn.ui,4.1.1.201511131810-r,"org.eclipse.egit.mylyn.ui",1548224898332
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224898947
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224924259
executed,command,org.eclipse.egit.ui,4.1.1.201511131810-r,"org.eclipse.egit.ui.team.Commit",1548224924291
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548224925370
