what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238186844
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238200397
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548238200420
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238205140
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238209492
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548238209534
activated,editor,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor.MavenPomEditor",1548238253150
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548238254159
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238268014
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238306687
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineEnd",1548238307394
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.paste",1548238308012
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548238308602
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238310678
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238313082
executed,command,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1548238313136
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548238315035
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238319436
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238356597
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238371043
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238394397
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238394625
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548238399479
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548238401001
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238407629
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238425766
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548238427675
closed,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238427689
activated,editor,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor.MavenPomEditor",1548238429762
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548238431286
opened,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.SourceView",1548238434852
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.SourceView",1548238434910
opened,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.JavadocView",1548238435528
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.JavadocView",1548238435608
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548238436784
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238447688
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238462583
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548238462617
opened,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238462978
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238463147
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineEnd",1548238468194
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548238478847
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548238480679
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548238484552
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548238484939
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548238485464
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238485840
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238499929
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238524063
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238538386
activated,editor,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor.MavenPomEditor",1548238539890
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238540831
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238544040
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238552720
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548238554175
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238560382
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238580112
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238580254
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238670261
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238670957
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238672655
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238672781
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238711036
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548238712895
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238719450
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238720738
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238722465
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238726126
executed,command,org.eclipse.ltk.ui.refactoring,3.7.200.v20140625-1835,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1548238726149
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548238726153
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238733601
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238734707
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238735870
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238741721
executed,command,org.eclipse.egit.ui,4.1.1.201511131810-r,"org.eclipse.egit.ui.team.Commit",1548238741750
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238742488
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238748084
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238748214
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238752857
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238756709
closed,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548238758517
closed,editor,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor.MavenPomEditor",1548238758590
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548238758671
closed,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.2.v201205310922,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1548238758693
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.closeAll",1548238758711
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548238760778
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238766897
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238788364
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238794457
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548238795631
closed,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548238795826
closed,view,org.eclipse.mylyn.tasks.ui,3.19.0.v20160331-1842,"org.eclipse.mylyn.tasks.ui.views.tasks",1548238795918
closed,view,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views.ContentOutline",1548238795941
closed,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ProblemView",1548238795964
