what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor.MavenPomEditor",1548234674457
executed,command,org.eclipse.wst.sse.ui,1.3.401.v201510130005,"org.eclipse.wst.sse.ui.remove.block.comment",1548234680140
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548234681135
executed,command,org.eclipse.wst.sse.ui,1.3.401.v201510130005,"org.eclipse.wst.sse.ui.add.block.comment",1548234686978
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548234688040
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234691136
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234738112
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548234738148
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548234738397
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234745731
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234749350
activated,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1548234749381
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234754485
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234754620
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234754658
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234756255
executed,command,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1548234756274
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548234772187
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548234773434
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548234774099
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineEnd",1548234774513
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.delete",1548234774700
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548234775352
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234778975
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234874579
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548234874592
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234900670
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548234981308
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548234981343
