what,kind,bundleId,bundleVersion,description,time
opened,view,com.adobe.flexbuilder.dcrad,4.7.0.349722,"com.adobe.flexbuilder.dcrad.views.DataServicesView",1548213520410
started,bundle,com.adobe.flexbuilder.mxml.editor,4.7.0.349722,"com.adobe.flexbuilder.mxml.editor",1548213520420
started,bundle,com.adobe.flexbuilder.monitors.network,4.7.0.349722,"com.adobe.flexbuilder.monitors.network",1548213520437
opened,view,com.adobe.flexbuilder.monitors.network,4.7.0.349722,"com.adobe.flexbuilder.monitors.network.view.NetworkMonitorView",1548213520561
started,bundle,com.adobe.flexide.as.core,4.7.0.349722,"com.adobe.flexide.as.core",1548213520589
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213520659
opened,view,com.adobe.flexbuilder.as.editor,4.7.0.349722,"com.adobe.flexbuilder.as.editor.asdocviewer",1548213520719
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213520811
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548213521074
activated,view,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console.ConsoleView",1548213522322
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213534357
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213535289
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213828353
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.302.v201304240928,"org.eclipse.wst.xsl.debug.ui",1548213829303
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.400.v20150423-1455,"org.eclipse.equinox.p2.ui.sdk",1548213831602
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.500.v20150423-1455,"org.eclipse.equinox.p2.updatesite",1548213831649
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.2.0.v20150601-1708,"org.eclipse.equinox.p2.publisher.eclipse",1548213831693
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213831990
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.paste",1548213836477
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.201.v20160129-0947,"org.eclipse.equinox.p2.extensionlocation",1548213838317
error,log,,,"Provisioning exception",1548213838327
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.paste",1548213839774
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213865476
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.400.v20150423-1455,"org.eclipse.equinox.p2.ui.sdk.install",1548213865496
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213867770
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213868993
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548213869016
activated,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1548213870385
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548213870705
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548213871087
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213888492
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213890696
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213893469
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213895766
activated,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1548213903902
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213910676
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213913276
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548213913490
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548213913805
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548213934112
executed,command,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1548213935438
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineEnd",1548213938515
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineStart",1548213942895
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.wordNext",1548213943253
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.wordPrevious",1548213943642
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548213944787
executed,command,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.edit.text.goto.lineEnd",1548213945524
activated,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1548213955087
activated,editor,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.essiembre.rbe.eclipse.editor.ResourceBundleEditor",1548213955366
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.copy",1548213957179
activated,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1548213959706
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1548213961669
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548213977413
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213997491
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548213999342
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548214001667
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548214003870
executed,command,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1548214003940
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548214005057
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1548214007099
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548214010154
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548214022441
activated,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1548214026149
