what,kind,bundleId,bundleVersion,description,time
started,bundle,com.adobe.flexide.launching,4.7.0.349722,"com.adobe.flexide.launching",1548209751895
started,bundle,com.adobe.flexide.nativelibs,4.7.0.349722,"com.adobe.flexide.nativelibs",1548209751898
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1548209751917
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1548209751921
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1548209751922
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1548209751924
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1548209751925
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1548209751928
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1548209751930
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1548209751931
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1548209751933
started,bundle,com.jaspersoft.studio.babel.editor,6.6.0.final,"com.jaspersoft.studio.babel.editor",1548209751934
started,bundle,com.jaspersoft.studio.xtext.jface,6.6.0.final,"com.jaspersoft.studio.xtext.jface",1548209751935
started,bundle,net.sf.jasperreports,6.6.0.final,"net.sf.jasperreports",1548209751983
os,sysinfo,,,"win32",1548209751989
arch,sysinfo,,,"x86_64",1548209751989
ws,sysinfo,,,"win32",1548209751989
locale,sysinfo,,,"en_US",1548209751989
processors,sysinfo,,,"4",1548209751989
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1548209751989
java.runtime.version,sysinfo,,,"1.8.0_172-b11",1548209751989
java.specification.name,sysinfo,,,"Java Platform API Specification",1548209751989
java.specification.vendor,sysinfo,,,"Oracle Corporation",1548209751989
java.specification.version,sysinfo,,,"1.8",1548209751989
java.vendor,sysinfo,,,"Oracle Corporation",1548209751989
java.version,sysinfo,,,"1.8.0_172",1548209751989
java.vm.info,sysinfo,,,"mixed mode",1548209751989
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1548209751989
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1548209751989
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1548209751989
java.vm.specification.version,sysinfo,,,"1.8",1548209751989
java.vm.vendor,sysinfo,,,"Oracle Corporation",1548209751989
java.vm.version,sysinfo,,,"25.172-b11",1548209751989
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209762035
started,bundle,org.eclipse.m2e.core,1.6.2.20150902-0002,"org.eclipse.m2e.core",1548209770542
started,bundle,org.eclipse.m2e.core.ui,1.6.2.20150902-0002,"org.eclipse.m2e.core.ui",1548209770550
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209796253
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.import",1548209796271
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209798112
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209799051
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209799548
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209811359
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209812265
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209814888
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209823527
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209852013
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209858717
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209860123
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209861349
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209940152
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209942437
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209943442
closed,view,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views.ContentOutline",1548209943610
closed,view,org.eclipse.wst.server.ui,1.5.202.v201602111638,"org.eclipse.wst.server.ui.ServersView",1548209943632
closed,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.AllMarkersView",1548209943654
closed,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1548209943676
closed,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1548209943875
stopped,bundle,org.eclipse.m2e.logback.configuration,1.6.2.20150902-0002,"org.eclipse.m2e.logback.configuration",1548209944395
stopped,bundle,org.eclipse.recommenders.apidocs.rcp,2.3.0.v20160216-1255,"org.eclipse.recommenders.apidocs.rcp",1548209944401
stopped,bundle,org.eclipse.recommenders.coordinates.rcp,2.3.0.v20160216-1255,"org.eclipse.recommenders.coordinates.rcp",1548209944404
stopped,bundle,org.eclipse.recommenders.models,2.3.0.v20160216-1255,"org.eclipse.recommenders.models",1548209944406
stopped,bundle,org.eclipse.recommenders.coordinates,2.3.0.v20160216-1255,"org.eclipse.recommenders.coordinates",1548209944409
stopped,bundle,org.eclipse.wst.server.preview,1.1.302.v201411112027,"org.eclipse.wst.server.preview",1548209944411
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1548209944413
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1548209944415
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1548209944417
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1548209944420
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.4.0.v201308271953,"org.eclipse.jpt.jpa.eclipselink.ui",1548209944423
stopped,bundle,org.eclipse.jpt.jpa.ui,3.4.0.v201312022017,"org.eclipse.jpt.jpa.ui",1548209944426
stopped,bundle,org.eclipse.jpt.jpa.db.ui,2.1.100.v201309202144,"org.eclipse.jpt.jpa.db.ui",1548209944429
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.2.v201211200622,"org.eclipse.datatools.connectivity.db.generic.ui",1548209944432
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201107221459,"org.eclipse.datatools.connectivity.apache.derby.ui",1548209944434
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1548209944437
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1548209944439
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1548209944441
